********************************************************************************
LOGGING TIME: 20200927_150409
CLIENT IP: 192.168.1.102
USERNAME: nishanth
OS: Windows 10
ARCHITECTURE: x86
VERSION: 10.0
RESOLUTION: 1920.0 1080.0
********************************************************************************
MR, 1, 1602022801512
MM, 903, 575, 10
MM, 903, 575, 121
MM, 904, 575, 9
MM, 905, 575, 20
MM, 905, 575, 20
MM, 905, 575, 110
MM, 906, 588, 11400
MM, 908, 605, 0
MM, 911, 622, 10
MM, 913, 637, 10
MM, 919, 652, 10
MM, 927, 666, 0
MM, 939, 681, 10
MM, 951, 693, 11
MM, 965, 703, 4
MM, 978, 710, 5
MM, 988, 713, 10
MM, 996, 716, 10
MM, 1001, 718, 0
MM, 1004, 719, 10
MM, 1007, 720, 10
MM, 1008, 721, 0
MM, 1009, 722, 10
MM, 1010, 722, 10
MM, 1011, 723, 0
MM, 1011, 723, 31
MM, 1010, 724, 0
MM, 1007, 726, 9
MM, 999, 731, 11
MM, 989, 735, 0
MM, 975, 742, 9
MM, 957, 751, 10
MM, 943, 756, 0
MM, 932, 759, 10
MM, 927, 760, 10
MM, 923, 761, 10
MM, 922, 761, 0
MM, 920, 761, 10
MM, 919, 761, 10
MM, 919, 761, 21
MM, 919, 760, 9
MM, 919, 760, 0
MM, 919, 758, 10
MM, 922, 750, 10
MM, 932, 727, 0
MM, 954, 688, 10
MM, 977, 645, 10
MM, 995, 615, 0
MM, 1005, 601, 10
MM, 1011, 591, 10
MM, 1014, 588, 10
MM, 1017, 586, 0
MM, 1017, 586, 30
MM, 1017, 586, 10
MM, 1017, 587, 10
MM, 1016, 588, 0
MM, 1013, 592, 10
MM, 1007, 605, 10
MM, 996, 625, 5
MM, 977, 665, 5
MM, 961, 713, 10
MM, 948, 754, 0
MM, 937, 794, 10
MM, 931, 854, 20
MM, 930, 876, 0
MM, 930, 889, 10
MM, 930, 896, 10
MM, 930, 899, 0
MM, 930, 901, 10
MM, 930, 903, 10
MM, 930, 905, 0
MM, 931, 909, 10
MM, 932, 914, 10
MM, 934, 923, 10
MM, 937, 932, 0
MM, 941, 940, 10
MM, 944, 948, 11
MM, 947, 955, 4
MM, 949, 958, 5
MM, 950, 961, 10
MM, 951, 962, 10
MM, 952, 962, 0
MM, 952, 963, 10
MM, 952, 964, 30
MM, 952, 964, 10
MM, 952, 965, 26
MM, 952, 966, 15
MM, 953, 966, 9
MM, 953, 967, 10
MM, 953, 967, 10
MM, 955, 968, 5
MM, 956, 969, 5
MM, 956, 970, 10
MM, 957, 972, 0
MM, 959, 975, 10
MM, 962, 977, 10
MM, 966, 981, 0
MM, 970, 983, 16
MM, 975, 986, 4
MM, 979, 988, 10
MM, 982, 990, 0
MM, 984, 992, 10
MM, 986, 994, 11
MM, 989, 995, 0
MM, 990, 997, 9
MM, 991, 997, 10
MM, 993, 998, 0
MM, 994, 1000, 10
MM, 996, 1002, 10
MM, 997, 1006, 10
MM, 998, 1008, 0
MM, 998, 1011, 10
MM, 999, 1015, 11
MM, 999, 1016, 0
MM, 999, 1019, 9
MM, 999, 1020, 10
MM, 999, 1021, 10
MM, 1000, 1021, 0
MM, 1001, 1022, 10
MM, 1001, 1023, 10
MM, 1002, 1023, 0
MM, 1004, 1024, 10
MM, 1007, 1025, 10
MM, 1011, 1027, 0
MM, 1015, 1028, 10
MM, 1019, 1030, 10
MM, 1022, 1032, 10
MM, 1025, 1033, 0
MM, 1027, 1034, 10
MM, 1030, 1036, 11
MM, 1032, 1036, 0
MM, 1032, 1036, 9
MM, 1033, 1037, 11
MM, 1034, 1037, 9
MM, 1034, 1037, 5
MM, 1034, 1037, 15
MM, 1035, 1038, 10
MM, 1035, 1039, 16
MM, 1035, 1039, 14
MM, 1035, 1040, 30
MM, 1035, 1041, 61
MM, 1035, 1042, 9
MM, 1035, 1042, 21
MM, 1035, 1042, 9
MM, 1035, 1042, 0
MM, 1035, 1043, 10
MM, 1034, 1043, 10
MM, 1033, 1044, 5
MM, 1032, 1044, 7
MM, 1030, 1045, 8
MM, 1027, 1046, 0
MM, 1023, 1048, 16
MM, 1020, 1049, 4
MM, 1017, 1050, 10
MM, 1013, 1051, 0
MM, 1009, 1053, 10
MM, 1006, 1054, 10
MM, 1003, 1055, 0
MM, 999, 1056, 10
MM, 997, 1056, 10
MM, 994, 1056, 0
MM, 992, 1057, 10
MM, 990, 1057, 10
MM, 987, 1058, 10
MM, 984, 1058, 5
MM, 981, 1059, 5
MM, 978, 1059, 11
MM, 975, 1059, 0
MM, 970, 1059, 9
MM, 963, 1059, 10
MM, 957, 1059, 10
MM, 945, 1058, 0
MM, 934, 1054, 10
MM, 920, 1049, 10
MM, 910, 1045, 0
MM, 899, 1040, 10
MM, 890, 1036, 11
MM, 882, 1033, 9
MM, 874, 1031, 0
MM, 869, 1029, 11
MM, 862, 1027, 9
MM, 858, 1026, 0
MM, 856, 1026, 10
MM, 855, 1026, 10
MM, 853, 1026, 0
MM, 852, 1026, 10
MM, 852, 1026, 11
MM, 851, 1026, 19
MM, 850, 1026, 10
MM, 850, 1026, 40
MM, 849, 1026, 21
MM, 848, 1026, 9
MM, 847, 1026, 10
MM, 846, 1026, 10
MM, 844, 1026, 0
MM, 843, 1026, 10
MM, 841, 1026, 10
MM, 839, 1026, 10
MM, 837, 1026, 6
MM, 836, 1026, 4
MM, 835, 1026, 10
MM, 835, 1026, 0
MM, 833, 1026, 10
MM, 832, 1026, 10
MM, 832, 1026, 10
MM, 831, 1026, 11
MM, 830, 1026, 19
MM, 830, 1026, 10
MM, 829, 1026, 21
MM, 829, 1026, 9
MM, 828, 1027, 11
MM, 827, 1028, 9
MM, 827, 1028, 0
MM, 826, 1029, 10
MM, 825, 1030, 10
MM, 825, 1030, 0
MM, 825, 1031, 10
MM, 824, 1032, 10
MM, 823, 1033, 10
MM, 822, 1033, 0
MM, 822, 1034, 10
MM, 822, 1035, 10
MM, 821, 1035, 6
MM, 821, 1035, 4
MM, 820, 1036, 20
MM, 820, 1037, 20
MP, 1, 147
MR, 1, 224
MC, 1, 0
MM, 819, 1032, 749
MM, 817, 1025, 0
MM, 815, 1021, 10
MM, 813, 1015, 10
MM, 812, 1012, 8
MM, 809, 1010, 2
MM, 807, 1007, 10
MM, 806, 1005, 0
MM, 805, 1003, 10
MM, 805, 1003, 10
MM, 805, 1003, 10
MM, 805, 1002, 0
MM, 805, 1001, 21
MM, 805, 1000, 9
MM, 805, 1000, 25
MM, 805, 999, 16
MM, 804, 999, 9
MM, 804, 998, 20
MM, 803, 998, 91
MM, 802, 998, 59
MM, 799, 994, 320
MM, 794, 989, 0
MM, 790, 987, 10
MM, 788, 984, 11
MM, 786, 983, 9
MM, 786, 983, 0
MM, 785, 983, 10
MM, 785, 982, 10
MM, 784, 982, 10
MM, 784, 981, 11
MP, 1, 160
MR, 1, 219
MC, 1, 0
MM, 808, 967, 270
MM, 848, 940, 12
MM, 906, 902, 8
MM, 957, 863, 5
MM, 1015, 818, 5
MM, 1077, 766, 10
MM, 1140, 706, 10
MM, 1206, 642, 5
MM, 1268, 570, 5
MM, 1335, 494, 11
MM, 1397, 419, 0
MM, 1470, 321, 9
MM, 1536, 232, 10
MM, 1600, 141, 0
MM, 1648, 61, 10
MM, 1724, -32, 30
MM, 1729, -6, 10
MM, 1726, -4, 10
MM, 1721, -3, 10
MM, 1715, -4, 0
MM, 1708, -2, 11
MM, 1702, -4, 9
MM, 1697, -2, 10
MM, 1693, -2, 0
MM, 1689, -2, 10
MM, 1684, -2, 10
MM, 1678, -1, 20
MM, 1676, -2, 0
MM, 1674, 0, 0
MM, 1673, -1, 10
MM, 1672, 0, 10
MM, 1671, 0, 21
MM, 1671, 0, 9
MM, 1670, -1, 20
MM, 1669, 0, 10
MM, 1668, -1, 5
MM, 1664, -2, 5
MM, 1658, -2, 10
MM, 1649, -3, 0
MM, 1639, -2, 10
MM, 1627, -3, 10
MM, 1617, -1, 0
MM, 1606, -2, 15
MM, 1601, -1, 6
MM, 1596, 0, 9
MM, 1592, -1, 7
MM, 1590, 0, 3
MM, 1588, -1, 10
MM, 1586, -1, 0
MM, 1584, -2, 10
MM, 1580, -3, 10
MM, 1577, -2, 0
MM, 1574, -4, 10
MM, 1570, -5, 10
MM, 1567, -1, 10
MM, 1563, -4, 0
MM, 1560, -1, 10
MM, 1557, -2, 12
MM, 1553, -2, 0
MM, 1549, -2, 8
MM, 1547, -1, 10
MM, 1546, 0, 10
MM, 1544, 0, 0
MM, 1542, -1, 10
MM, 1541, 0, 10
MM, 1540, -1, 0
MM, 1539, 0, 10
MM, 1538, -1, 10
MM, 1537, 0, 6
MM, 1536, 0, 5
MM, 1535, 0, 9
MM, 1534, 0, 10
MM, 1532, -1, 5
MM, 1532, 0, 5
MM, 1531, 0, 11
MM, 1530, 0, 9
MM, 1529, 0, 420
MM, 1526, 0, 10
MM, 1525, 0, 20
MM, 1525, 0, 10
MM, 1525, -1, 12
MM, 1526, -1, 19
MM, 1530, -1, 0
MM, 1544, -2, 9
MM, 1566, -7, 11
MM, 1595, -5, 9
MM, 1629, -8, 0
MM, 1651, -3, 14
MM, 1668, -2, 6
MM, 1681, -2, 0
MM, 1692, -3, 10
MM, 1702, -1, 10
MM, 1709, -3, 5
MM, 1714, 0, 7
MM, 1718, -1, 8
MM, 1721, 0, 10
MM, 1722, 0, 0
MM, 1724, 0, 10
MM, 1726, -1, 10
MM, 1726, 0, 5
MM, 1727, -1, 5
MM, 1728, 0, 20
MM, 1729, 0, 20
MM, 1729, 0, 12
MM, 1730, 0, 8
MM, 1731, 0, 10
MM, 1732, 0, 20
MM, 1733, 0, 0
MM, 1734, 0, 10
MM, 1735, 0, 10
MM, 1736, 0, 0
MM, 1737, 0, 10
MM, 1739, 0, 10
MM, 1741, 0, 0
MM, 1741, 0, 10
MM, 1742, 0, 12
MM, 1744, 0, 8
MM, 1744, 0, 0
MM, 1745, 0, 10
MM, 1746, 0, 11
MM, 1747, 0, 9
MM, 1748, 0, 11
MM, 1749, 0, 9
MM, 1749, 0, 0
MM, 1751, 0, 10
MM, 1752, 0, 10
MM, 1753, 0, 0
MM, 1755, 0, 10
MM, 1756, 0, 11
MM, 1757, 0, 2
MM, 1758, 0, 7
MM, 1760, 0, 10
MM, 1762, 0, 10
MM, 1762, 0, 0
MM, 1763, 0, 10
MM, 1764, 0, 10
MM, 1764, 0, 0
MM, 1765, 0, 10
MM, 1766, 0, 10
MM, 1766, 0, 0
MM, 1767, 0, 10
MM, 1767, 0, 23
MM, 1768, 0, 17
MM, 1768, 0, 50
MM, 1768, 0, 0
MM, 1768, 1, 10
MM, 1768, 1, 10
MM, 1767, 2, 5
MM, 1765, 2, 8
MM, 1763, 3, 7
MM, 1758, 3, 10
MM, 1746, 3, 0
MM, 1731, 3, 10
MM, 1700, 0, 10
MM, 1655, -4, 0
MM, 1616, -4, 10
MM, 1577, -4, 10
MM, 1532, -4, 0
MM, 1486, -7, 15
MM, 1444, -4, 5
MM, 1405, -4, 10
MM, 1371, -2, 5
MM, 1347, 0, 8
MM, 1326, 0, 7
MM, 1309, 0, 5
MM, 1295, 0, 5
MM, 1286, 0, 10
MM, 1279, 0, 10
MM, 1274, 0, 0
MM, 1271, 1, 10
MM, 1269, 1, 10
MM, 1268, 1, 0
MM, 1268, 1, 10
MM, 1268, 1, 40
MM, 1268, 0, 70
MM, 1268, -1, 23
MM, 1268, -1, 27
MM, 1268, 0, 10
MM, 1268, 0, 21
MM, 1269, 0, 10
MM, 1271, 0, 14
MM, 1275, -1, 5
MM, 1282, -1, 10
MM, 1292, -1, 3
MM, 1307, -1, 7
MM, 1321, -3, 10
MM, 1329, 0, 0
MM, 1335, 0, 10
MM, 1336, 0, 10
MM, 1338, 0, 10
MM, 1338, 0, 0
MM, 1339, 0, 11
MM, 1340, 0, 9
MP, 1, 240
MR, 1, 220
MC, 1, 0
MM, 1323, 17, 455
MM, 1295, 52, 5
MM, 1266, 86, 10
MM, 1210, 165, 10
MM, 1183, 206, 10
MM, 1158, 249, 0
MM, 1126, 303, 10
MM, 1095, 356, 10
MM, 1066, 406, 10
MM, 1041, 453, 0
MM, 1015, 499, 10
MM, 990, 546, 10
MM, 967, 589, 0
MM, 951, 621, 10
MM, 938, 647, 10
MM, 929, 663, 5
MM, 922, 679, 11
MM, 917, 689, 4
MM, 911, 698, 10
MM, 908, 704, 0
MM, 906, 710, 10
MM, 904, 712, 10
MM, 903, 713, 5
MM, 903, 714, 5
MM, 902, 714, 10
MM, 902, 714, 30
MM, 902, 715, 10
MM, 903, 715, 10
MM, 888, 709, 2320
MM, 855, 692, 10
MM, 808, 662, 10
MM, 760, 623, 5
MM, 708, 581, 10
MM, 657, 542, 6
MM, 605, 503, 9
MM, 554, 469, 0
MM, 508, 443, 10
MM, 469, 426, 10
MM, 436, 410, 5
MM, 409, 400, 6
MM, 389, 396, 9
MM, 373, 392, 0
MM, 360, 392, 10
MM, 353, 390, 10
MM, 348, 391, 10
MM, 346, 391, 5
MM, 345, 391, 5
MM, 344, 391, 10
MM, 344, 392, 20
MM, 371, 401, 450
MM, 410, 418, 10
MM, 439, 431, 10
MM, 451, 438, 10
MM, 460, 445, 0
MM, 466, 448, 15
MM, 469, 451, 5
MM, 472, 453, 5
MM, 472, 454, 10
MM, 472, 454, 6
MM, 473, 455, 9
MM, 473, 458, 0
MM, 474, 458, 10
MM, 474, 461, 10
MM, 474, 466, 0
MM, 473, 473, 10
MM, 473, 473, 16530
MM, 473, 475, 11
MM, 473, 478, 9
MM, 473, 479, 0
MM, 473, 482, 10
MM, 473, 484, 11
MM, 472, 486, 0
MM, 471, 489, 9
MM, 469, 493, 10
MM, 467, 496, 10
MM, 464, 500, 0
MM, 461, 503, 10
MM, 457, 507, 10
MM, 454, 510, 0
MM, 451, 513, 10
MM, 446, 516, 10
MM, 443, 519, 0
MM, 440, 524, 10
MM, 438, 525, 10
MM, 437, 527, 10
MM, 435, 530, 0
MM, 433, 532, 10
MM, 431, 535, 10
MM, 429, 536, 5
MM, 428, 538, 6
MM, 425, 540, 9
MM, 424, 542, 10
MM, 422, 545, 0
MM, 420, 546, 10
MM, 419, 548, 10
MM, 418, 550, 0
MM, 417, 551, 10
MM, 416, 551, 11
MM, 416, 551, 0
MM, 415, 551, 9
MM, 414, 552, 10
MM, 413, 552, 15
MM, 413, 553, 5
MM, 412, 553, 10
MM, 411, 553, 0
MM, 411, 553, 10
MM, 410, 553, 11
MM, 409, 553, 0
MM, 408, 553, 9
MM, 406, 553, 20
MM, 404, 553, 0
MM, 403, 553, 10
MM, 400, 553, 10
MM, 398, 553, 0
MM, 396, 553, 15
MM, 392, 553, 5
MM, 389, 553, 0
MM, 386, 553, 10
MM, 382, 553, 10
MM, 378, 553, 10
MM, 375, 553, 0
MM, 372, 553, 10
MM, 368, 553, 10
MM, 365, 553, 0
MM, 361, 553, 10
MM, 359, 553, 10
MM, 355, 553, 10
MM, 353, 553, 0
MM, 351, 553, 10
MM, 349, 553, 10
MM, 348, 553, 0
MM, 346, 553, 10
MM, 343, 553, 10
MM, 342, 553, 0
MM, 340, 553, 15
MM, 338, 553, 5
MM, 337, 553, 10
MM, 335, 553, 0
MM, 334, 553, 10
MM, 332, 553, 10
MM, 329, 553, 0
MM, 328, 553, 10
MM, 325, 553, 10
MM, 322, 553, 5
MM, 321, 553, 5
MM, 318, 553, 10
MM, 316, 553, 10
MM, 315, 553, 0
MM, 313, 553, 10
MM, 312, 553, 10
MM, 311, 553, 0
MM, 310, 553, 10
MM, 310, 553, 10
MM, 309, 553, 10
MM, 308, 553, 0
MM, 307, 553, 10
MM, 307, 553, 10
MM, 306, 553, 5
MM, 305, 553, 5
MM, 305, 553, 15
MM, 304, 553, 5
MM, 303, 553, 20
MM, 302, 553, 0
MM, 302, 553, 20
MM, 301, 553, 0
MM, 300, 553, 10
MM, 300, 552, 10
MM, 299, 552, 10
MM, 298, 551, 5
MM, 297, 550, 5
MM, 296, 549, 10
MM, 295, 548, 0
MM, 294, 547, 10
MM, 294, 546, 10
MM, 293, 545, 15
MM, 293, 545, 5
MM, 292, 544, 10
MM, 291, 543, 10
MM, 291, 543, 10
MM, 291, 542, 0
MM, 291, 541, 16
MM, 290, 540, 4
MM, 289, 540, 10
MM, 289, 539, 0
MM, 289, 538, 10
MM, 289, 537, 10
MM, 289, 536, 5
MM, 288, 535, 5
MM, 288, 535, 10
MM, 287, 534, 10
MM, 287, 533, 10
MM, 286, 532, 10
MM, 286, 532, 5
MM, 286, 532, 5
MM, 286, 530, 10
MM, 285, 527, 0
MM, 285, 524, 10
MM, 285, 520, 10
MM, 284, 517, 10
MM, 284, 514, 0
MM, 284, 510, 10
MM, 284, 508, 10
MM, 284, 507, 0
MM, 283, 505, 10
MM, 283, 503, 10
MM, 283, 503, 0
MM, 283, 502, 10
MM, 283, 501, 10
MM, 283, 500, 10
MM, 283, 499, 20
MM, 283, 498, 20
MM, 283, 498, 10
MM, 282, 498, 10
MM, 282, 497, 10
MM, 282, 496, 10
MM, 282, 495, 10
MM, 282, 495, 10
MM, 282, 494, 10
MM, 282, 493, 10
MM, 282, 493, 0
MM, 282, 492, 10
MM, 282, 490, 10
MM, 282, 490, 0
MM, 282, 489, 21
MM, 282, 488, 0
MM, 282, 488, 19
MM, 282, 487, 22
MM, 282, 486, 8
MM, 282, 485, 100
MM, 282, 485, 10
MM, 282, 484, 10
MM, 282, 483, 0
MM, 282, 483, 20
MM, 282, 482, 10
MM, 282, 481, 20
MM, 282, 480, 20
MM, 282, 480, 91
MM, 282, 479, 39
MM, 282, 479, 30
MM, 282, 478, 10
MM, 283, 478, 10
MM, 283, 478, 10
MM, 283, 478, 8
MM, 284, 478, 22
MM, 284, 477, 100
MM, 285, 476, 40
MM, 286, 476, 20
MM, 286, 476, 20
MM, 287, 475, 20
MM, 288, 475, 10
MM, 288, 475, 30
MM, 289, 475, 5
MM, 290, 475, 5
MM, 291, 475, 10
MM, 291, 474, 11
MM, 292, 474, 9
MM, 293, 474, 0
MM, 294, 474, 10
MM, 295, 474, 10
MM, 296, 474, 5
MM, 296, 474, 15
MM, 297, 474, 10
MM, 298, 474, 0
MM, 298, 474, 10
MM, 299, 474, 11
MM, 300, 474, 9
MM, 301, 474, 10
MM, 301, 474, 11
MM, 302, 474, 9
MM, 303, 474, 20
MM, 303, 473, 20
MM, 304, 473, 30
MM, 305, 473, 19
MM, 305, 473, 1
MM, 306, 473, 70
MM, 306, 473, 30
MM, 307, 473, 50
MM, 308, 473, 10
MM, 308, 473, 20
MM, 309, 473, 0
MM, 310, 473, 20
MM, 311, 473, 10
MM, 312, 473, 5
MM, 313, 473, 5
MM, 313, 473, 10
MM, 315, 473, 0
MM, 316, 473, 10
MM, 316, 473, 10
MM, 318, 473, 10
MM, 320, 473, 0
MM, 320, 473, 10
MM, 322, 473, 10
MM, 323, 473, 0
MM, 324, 473, 10
MM, 326, 473, 10
MM, 327, 473, 0
MM, 329, 473, 10
MM, 329, 473, 10
MM, 331, 473, 10
MM, 333, 473, 0
MM, 333, 474, 10
MM, 335, 474, 10
MM, 336, 474, 0
MM, 337, 474, 10
MM, 339, 474, 10
MM, 340, 474, 0
MM, 341, 474, 10
MM, 342, 474, 10
MM, 343, 474, 10
MM, 346, 474, 0
MM, 347, 474, 10
MM, 350, 474, 10
MM, 351, 474, 0
MM, 354, 474, 10
MM, 356, 474, 10
MM, 357, 474, 10
MM, 360, 474, 0
MM, 361, 474, 10
MM, 361, 474, 10
MM, 363, 474, 5
MM, 364, 474, 5
MM, 364, 474, 10
MM, 365, 474, 10
MM, 367, 474, 1
MM, 367, 474, 9
MM, 369, 474, 10
MM, 370, 474, 0
MM, 371, 474, 10
MM, 373, 474, 10
MM, 374, 474, 0
MM, 376, 474, 10
MM, 377, 474, 10
MM, 378, 475, 10
MM, 380, 475, 0
MM, 381, 475, 10
MM, 382, 475, 10
MM, 384, 475, 0
MM, 384, 476, 11
MM, 387, 476, 9
MM, 389, 476, 0
MM, 391, 477, 10
MM, 394, 478, 10
MM, 398, 479, 10
MM, 401, 480, 5
MM, 404, 481, 5
MM, 406, 482, 10
MM, 408, 483, 0
MM, 410, 484, 10
MM, 411, 485, 10
MM, 413, 485, 0
MM, 414, 486, 10
MM, 414, 486, 12
MM, 415, 486, 8
MM, 416, 486, 0
MM, 416, 486, 10
MM, 417, 487, 10
MM, 418, 487, 5
MM, 419, 487, 5
MM, 419, 487, 10
MM, 420, 487, 10
MM, 421, 487, 0
MM, 421, 487, 10
MM, 422, 487, 10
MM, 423, 487, 5
MM, 424, 487, 5
MM, 424, 487, 12
MM, 425, 487, 8
MM, 426, 487, 10
MM, 426, 487, 10
MM, 427, 487, 0
MM, 428, 487, 10
MM, 428, 487, 10
MM, 429, 487, 10
MM, 430, 487, 10
MM, 431, 487, 10
MM, 431, 487, 0
MM, 431, 487, 10
MM, 432, 487, 10
MM, 433, 487, 2
MM, 433, 487, 8
MM, 434, 487, 11
MM, 435, 487, 0
MM, 435, 487, 9
MM, 436, 487, 10
MM, 436, 487, 10
MM, 437, 487, 20
MM, 438, 487, 0
MM, 438, 487, 10
MM, 439, 486, 10
MM, 440, 485, 12
MM, 441, 485, 8
MM, 441, 485, 10
MM, 442, 484, 0
MM, 443, 484, 10
MM, 443, 484, 10
MM, 444, 484, 10
MM, 445, 484, 10
MM, 446, 483, 0
MM, 446, 483, 15
MM, 447, 483, 5
MM, 448, 482, 15
MM, 448, 482, 7
MM, 449, 482, 8
MM, 450, 482, 5
MM, 451, 481, 5
MM, 451, 480, 20
MM, 452, 480, 0
MM, 453, 480, 10
MM, 453, 480, 10
MM, 454, 480, 0
MM, 455, 480, 10
MM, 456, 480, 15
MM, 456, 480, 5
MM, 457, 480, 20
MM, 458, 480, 10
MM, 458, 480, 15
MM, 459, 480, 25
MM, 460, 480, 10
MM, 460, 480, 10
MM, 461, 480, 23
MM, 462, 480, 17
MM, 463, 480, 15
MM, 463, 480, 5
MM, 464, 480, 11
MM, 465, 480, 9
MM, 465, 480, 20
MM, 466, 480, 10
MM, 467, 480, 21
MM, 468, 480, 9
MM, 468, 480, 30
MM, 469, 480, 10
MM, 470, 480, 15
MM, 470, 480, 15
MM, 471, 480, 20
MM, 472, 480, 30
MM, 473, 480, 30
MM, 473, 480, 20
MM, 474, 480, 13
MM, 475, 480, 17
MM, 475, 480, 20
MM, 476, 480, 10
MM, 477, 480, 25
MM, 478, 480, 35
MM, 478, 480, 30
MM, 479, 480, 20
MM, 480, 480, 10
MM, 480, 480, 25
MM, 480, 479, 5
MM, 481, 479, 4
MM, 482, 479, 6
MM, 482, 479, 10
MM, 483, 479, 10
MM, 483, 479, 0
MM, 484, 478, 10
MM, 485, 478, 10
MM, 485, 478, 5
MM, 486, 478, 10
MM, 488, 477, 5
MM, 488, 477, 10
MM, 489, 477, 0
MM, 490, 477, 10
MM, 491, 477, 10
MM, 492, 477, 4
MM, 493, 477, 16
MM, 493, 477, 0
MM, 494, 477, 15
MM, 495, 477, 5
MM, 496, 477, 10
MM, 496, 477, 0
MM, 498, 477, 20
MM, 499, 477, 15
MM, 500, 477, 5
MM, 502, 477, 14
MM, 502, 477, 6
MM, 503, 477, 10
MM, 504, 477, 5
MM, 504, 477, 15
MM, 505, 477, 5
MM, 506, 477, 10
MM, 507, 477, 5
MM, 507, 477, 10
MM, 508, 477, 0
MM, 509, 477, 10
MM, 509, 477, 10
MM, 510, 477, 5
MM, 511, 477, 9
MM, 512, 477, 6
MM, 512, 477, 10
MM, 513, 477, 10
MM, 514, 477, 10
MM, 514, 477, 0
MM, 515, 477, 20
MM, 516, 477, 15
MM, 517, 477, 20
MM, 517, 477, 15
MM, 518, 477, 10
MM, 519, 477, 25
MM, 519, 477, 15
MM, 520, 477, 20
MM, 521, 477, 35
MM, 522, 477, 120
MM, 522, 477, 15
MM, 523, 477, 20
MM, 524, 477, 15
MM, 524, 477, 21
MM, 525, 477, 29
MM, 526, 477, 20
MM, 526, 477, 15
MM, 527, 477, 10
MM, 528, 477, 15
MM, 529, 477, 15
MM, 529, 478, 10
MM, 530, 478, 10
MM, 531, 478, 10
MM, 531, 478, 5
MM, 532, 478, 5
MM, 533, 478, 10
MM, 534, 478, 5
MM, 534, 478, 5
MM, 535, 478, 10
MM, 536, 478, 10
MM, 537, 478, 0
MM, 539, 478, 20
MM, 540, 478, 0
MM, 541, 478, 10
MM, 543, 478, 10
MM, 544, 478, 0
MM, 546, 478, 10
MM, 547, 478, 10
MM, 548, 479, 10
MM, 550, 479, 0
MM, 551, 479, 10
MM, 552, 479, 10
MM, 553, 479, 0
MM, 554, 479, 10
MM, 555, 479, 10
MM, 556, 479, 10
MM, 556, 479, 0
MM, 557, 479, 10
MM, 558, 479, 10
MM, 559, 479, 10
MM, 559, 479, 25
MM, 560, 479, 15
MM, 561, 479, 10
MM, 561, 479, 20
MM, 562, 479, 10
MM, 563, 479, 30
MM, 564, 479, 10
MM, 564, 479, 15
MM, 565, 479, 25
MM, 566, 479, 10
MM, 566, 479, 15
MM, 567, 479, 25
MM, 568, 479, 10
MM, 569, 479, 20
MM, 569, 479, 10
MM, 570, 479, 20
MM, 571, 479, 10
MM, 571, 479, 25
MM, 572, 479, 15
MM, 573, 479, 20
MM, 573, 479, 15
MM, 574, 479, 15
MM, 575, 479, 20
MM, 576, 479, 10
MM, 576, 479, 20
MM, 577, 479, 40
MM, 578, 479, 15
MM, 578, 479, 20
MM, 579, 479, 16
MM, 580, 479, 14
MM, 581, 479, 15
MM, 581, 479, 5
MM, 582, 479, 5
MM, 583, 479, 17
MM, 583, 479, 3
MM, 584, 479, 10
MM, 585, 479, 0
MM, 586, 479, 10
MM, 586, 479, 20
MM, 587, 479, 20
MM, 588, 479, 10
MM, 588, 479, 27
MM, 589, 479, 13
MM, 590, 479, 10
MM, 591, 479, 25
MM, 591, 479, 15
MM, 592, 479, 10
MM, 593, 479, 15
MM, 593, 479, 15
MM, 594, 479, 5
MM, 595, 479, 5
MM, 596, 479, 20
MM, 596, 479, 10
MM, 597, 479, 10
MM, 598, 479, 5
MM, 598, 479, 25
MM, 599, 479, 10
MM, 600, 479, 20
MM, 601, 479, 30
MM, 601, 479, 80
MM, 602, 479, 40
MM, 602, 479, 50
MM, 603, 479, 1641
MM, 605, 478, 9
MM, 607, 477, 5
MM, 608, 477, 5
MM, 610, 476, 10
MM, 612, 476, 10
MM, 613, 475, 0
MM, 615, 475, 11
MM, 616, 475, 9
MM, 617, 475, 5
MM, 619, 475, 5
MM, 620, 474, 10
MM, 621, 474, 5
MM, 622, 473, 5
MM, 623, 473, 10
MM, 623, 473, 10
MM, 624, 473, 5
MM, 625, 473, 5
MM, 625, 473, 10
MM, 626, 473, 10
MM, 627, 473, 12
MM, 628, 473, 0
MM, 628, 473, 8
MM, 629, 472, 10
MM, 630, 472, 10
MM, 630, 472, 10
MM, 631, 472, 10
MM, 633, 472, 0
MM, 633, 472, 15
MM, 634, 472, 6
MM, 636, 472, 0
MM, 636, 471, 14
MM, 637, 471, 5
MM, 638, 471, 10
MM, 639, 471, 2
MM, 640, 471, 8
MM, 641, 471, 10
MM, 641, 471, 0
MM, 642, 471, 15
MM, 644, 471, 5
MM, 644, 471, 10
MM, 646, 471, 0
MM, 647, 471, 10
MM, 648, 471, 10
MM, 649, 471, 0
MM, 649, 471, 15
MM, 651, 471, 5
MM, 652, 471, 0
MM, 652, 471, 12
MM, 653, 471, 8
MM, 655, 471, 10
MM, 655, 471, 0
MM, 656, 471, 10
MM, 658, 471, 10
MM, 658, 471, 5
MM, 659, 471, 10
MM, 660, 471, 5
MM, 661, 471, 10
MM, 662, 471, 0
MM, 663, 471, 10
MM, 663, 471, 10
MM, 665, 471, 5
MM, 666, 471, 10
MM, 666, 471, 5
